연번,종목,명칭,소재지,관리자,상세페이지링크
242,전북특별자치도유형문화유산,용담사칠층석탑(龍潭寺七層石塔),전북 남원시,용담사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00110000&ccbaCtcd=35&ccbaCpno=2113500110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
243,전북특별자치도유형문화유산,태봉사삼존석불(胎峰寺三尊石佛),전북 익산시,"태봉사, 익산시",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00120000&ccbaCtcd=35&ccbaCpno=2113500120000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
244,전북특별자치도유형문화유산,장문리오층석탑(長文里五層石塔),전북 정읍시,정읍시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00130000&ccbaCtcd=35&ccbaCpno=2113500130000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
245,전북특별자치도유형문화유산,선운사석씨원류(禪雲寺釋氏源流),전북 고창군,선운사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00140000&ccbaCtcd=35&ccbaCpno=2113500140000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
246,전북특별자치도유형문화유산,한벽당(寒碧堂),전북 전주시,전주최씨문중,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00150000&ccbaCtcd=35&ccbaCpno=2113500150000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
247,전북특별자치도유형문화유산,조경묘(肇慶廟),전북 전주시,전주시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00160000&ccbaCtcd=35&ccbaCpno=2113500160000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
248,전북특별자치도유형문화유산,천황사대웅전(天皇寺大雄殿),전북 진안군,천황사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00170000&ccbaCtcd=35&ccbaCpno=2113500170000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
249,전북특별자치도유형문화유산,금당사목불좌상(金塘寺木佛坐像),전북 진안군,금당사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00180000&ccbaCtcd=35&ccbaCpno=2113500180000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
250,전북특별자치도유형문화유산,장수양악탑(長水陽岳塔),전북 장수군,장수군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00210000&ccbaCtcd=35&ccbaCpno=2113500210000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
251,전북특별자치도유형문화유산,남원 관왕묘(南原 關王廟),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00220000&ccbaCtcd=35&ccbaCpno=2113500220000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
252,전북특별자치도유형문화유산,대복사철불좌상(大福寺鐵佛坐像),전북 남원시,대복사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00230000&ccbaCtcd=35&ccbaCpno=2113500230000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
253,전북특별자치도유형문화유산,선원사동종(禪院寺銅鐘),전북 남원시,선원사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00250000&ccbaCtcd=35&ccbaCpno=2113500250000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
254,전북특별자치도유형문화유산,순화리삼층석탑(淳化里三層石塔),전북 순창군,순창군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00260000&ccbaCtcd=35&ccbaCpno=2113500260000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
255,전북특별자치도유형문화유산,순창삼인대(淳昌三印臺),전북 순창군,순창군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00270000&ccbaCtcd=35&ccbaCpno=2113500270000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
256,전북특별자치도유형문화유산,선운사영산전목조삼존불상(禪雲寺靈山殿木造三尊佛像),전북 고창군,선운사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00280000&ccbaCtcd=35&ccbaCpno=2113500280000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
257,전북특별자치도유형문화유산,선운사육층석탑(禪雲寺六層石塔),전북 고창군,선운사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00290000&ccbaCtcd=35&ccbaCpno=2113500290000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
258,전북특별자치도유형문화유산,선운사범종(禪雲寺梵鐘),전북 고창군,선운사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00310000&ccbaCtcd=35&ccbaCpno=2113500310000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
259,전북특별자치도유형문화유산,고창무장객사(高敞茂長客舍),전북 고창군,고창군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00340000&ccbaCtcd=35&ccbaCpno=2113500340000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
260,전북특별자치도유형문화유산,고창무장동헌(高敞茂長東軒),전북 고창군,고창군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=26&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00350000&ccbaCtcd=35&ccbaCpno=2113500350000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
261,전북특별자치도유형문화유산,흥덕당간지주(興德幢竿支柱),전북 고창군,흥덕향교,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00360000&ccbaCtcd=35&ccbaCpno=2113500360000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
262,전북특별자치도유형문화유산,상주사대웅전(上柱寺大雄殿),전북 군산시,상주사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00370000&ccbaCtcd=35&ccbaCpno=2113500370000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
263,전북특별자치도유형문화유산,화암사동종(花岩寺銅鐘),전북 완주군,송광사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00400000&ccbaCtcd=35&ccbaCpno=2113500400000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
264,전북특별자치도유형문화유산,안국사극락전(安國寺極樂殿),전북 무주군,대한불교조계종안국사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00420000&ccbaCtcd=35&ccbaCpno=2113500420000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
265,전북특별자치도유형문화유산,매월당부도(梅月堂浮屠),전북 무주군,대한불교조계종백련사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00430000&ccbaCtcd=35&ccbaCpno=2113500430000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
266,전북특별자치도유형문화유산,지당리석불입상(池塘里石佛立像),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00440000&ccbaCtcd=35&ccbaCpno=2113500440000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
267,전북특별자치도유형문화유산,실상사극락전(實相寺極樂殿),전북 남원시,실상사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00450000&ccbaCtcd=35&ccbaCpno=2113500450000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
268,전북특별자치도유형문화유산,심경암석불좌상(心鏡庵石佛坐像),전북 남원시,심경암,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00460000&ccbaCtcd=35&ccbaCpno=2113500460000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
269,전북특별자치도유형문화유산,낙동리석조여래입상(樂洞里石造如來立像),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00470000&ccbaCtcd=35&ccbaCpno=2113500470000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
270,전북특별자치도유형문화유산,순창객사(淳昌客舍),전북 순창군,순창군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=27&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00480000&ccbaCtcd=35&ccbaCpno=2113500480000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
271,전북특별자치도유형문화유산,내장사조선동종(內藏寺朝鮮銅鐘),전북 정읍시,내장사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00490000&ccbaCtcd=35&ccbaCpno=2113500490000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
272,전북특별자치도유형문화유산,송우암수명유허비(宋尤庵受命遺墟痺),전북 정읍시,정읍시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00500000&ccbaCtcd=35&ccbaCpno=2113500500000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
273,전북특별자치도유형문화유산,문수사문수전(文殊寺文殊殿),전북 고창군,문수사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00520000&ccbaCtcd=35&ccbaCpno=2113500520000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
274,전북특별자치도유형문화유산,현곡정사(玄谷精舍),전북 고창군,고＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00570000&ccbaCtcd=35&ccbaCpno=2113500570000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
275,전북특별자치도유형문화유산,수성당(水聖堂 / 水城堂),전북 부안군,부안군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00580000&ccbaCtcd=35&ccbaCpno=2113500580000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
276,전북특별자치도유형문화유산,서외리당간지주(西外里幢竿支柱),전북 부안군,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00590000&ccbaCtcd=35&ccbaCpno=2113500590000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
277,전북특별자치도유형문화유산,김제동헌(金堤東軒),전북 김제시,김제시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00600000&ccbaCtcd=35&ccbaCpno=2113500600000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
278,전북특별자치도유형문화유산,귀신사석탑(歸信寺石塔),전북 김제시,귀신사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00620000&ccbaCtcd=35&ccbaCpno=2113500620000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
279,전북특별자치도유형문화유산,귀신사부도(歸信寺浮屠),전북 김제시,귀신사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00630000&ccbaCtcd=35&ccbaCpno=2113500630000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
280,전북특별자치도유형문화유산,귀신사석수(歸信寺石獸),전북 김제시,귀신사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=28&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00640000&ccbaCtcd=35&ccbaCpno=2113500640000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
281,전북특별자치도유형문화유산,김제전교비(金堤傳敎碑),전북 김제시,김제시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00650000&ccbaCtcd=35&ccbaCpno=2113500650000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
282,전북특별자치도유형문화유산,탑동삼층석탑(塔洞三層石塔),전북 군산시,군산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00660000&ccbaCtcd=35&ccbaCpno=2113500660000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
283,전북특별자치도유형문화유산,청동은입인동문향로(靑銅銀入忍冬文香爐),전북 익산시,"숭림사, 익산시",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00670000&ccbaCtcd=35&ccbaCpno=2113500670000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
284,전북특별자치도유형문화유산,위봉사요사(威鳳寺寮舍),전북 완주군,위봉사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00690000&ccbaCtcd=35&ccbaCpno=2113500690000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
285,전북특별자치도유형문화유산,대원사용각부도(大院寺龍刻浮屠),전북 완주군,대원사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00710000&ccbaCtcd=35&ccbaCpno=2113500710000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
286,전북특별자치도유형문화유산,회사동석탑(檜寺洞石塔),전북 진안군,진안군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00720000&ccbaCtcd=35&ccbaCpno=2113500720000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
287,전북특별자치도유형문화유산,강정리오층석탑(江亭里五層石塔),전북 진안군,보＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=29&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00730000&ccbaCtcd=35&ccbaCpno=2113500730000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y
